"skill_id","display_name","category","subcategory"
"3a5608598bbca412d26de5a7aaca5635","MariaDB","Infrastructure","Store & Stream"
"3a637db5b3175c46ab354db0fac81966","Soda","Infrastructure","Integrate & Operate"
"3a675cf905ded9d34c89aadeee0678c0","Gorgias","Applications","Enterprise"
"3a830a494b7a37919e3491369f17a2bb","LangSmith","Machine Learning & Artificial Intelligence","Validate & Secure"
"3aa6e89490a1bf63d18b81e60f2d2896","Sola","Applications","Enterprise"
"3adf696735a68b51fa6464c6f1dfbe1f","OrientDB","Infrastructure","Store & Stream"
"3ae20d4d45f83d771d25579d77a56487","Zeta Labs","Machine Learning & Artificial Intelligence","Build"
"3afeaf23dbdac06bdd87f16de4e3a81d","Riskified","Applications","Enterprise"
"3b0ccb1a1a71a2bd780a6ec23b786cd3","Insitro","Applications","Industry"
"3b38c49a83525a74879e8209c4ede96b","Sindarin","Applications","Horizontal"
"3b6ea116543512f1958c3b9fdc090a97","Eve","Applications","Enterprise"
"3bceed01f3b13501882e796a45604481","Truebase","Data Sources & APIs","Company / People / Entity Enrichment"
"3bf9a75ca29a55dc3ff7b68f05fa9d9b","Google Cloud Speech AI (STT/TTS)","Machine Learning & Artificial Intelligence","Modalities & Research"
"3bf9c0b9ddaa8cda4f12246ef46e2fef","Builtwith","Data Sources & APIs","Company / People / Entity Enrichment"
"3c0f57e6f6d679993e1bcede5ad76345","Langbase","Machine Learning & Artificial Intelligence","Build"
"3c2f5371e03e3ad4abc11c53104776b6","Maven AGI","Applications","Enterprise"
"3c55b905e7bf597f13082056a1cfccae","Wire","Applications","Collaboration & Communication"
"3cc8b0c7d87999822da35d248468a707","Safe Superintelligence","Machine Learning & Artificial Intelligence","Modalities & Research"
"3d0271163908a6a6ddf70e46ce562577","Thinknum","Data Sources & APIs","Financial & Alternative Data"
"3d133638a06ac728888d622ef803f602","Google Coral (Edge TPU)","Machine Learning & Artificial Intelligence","Run & Deploy"
"3d19bb0e7827cd11768efb95e234f5ef","Yellow","Applications","Horizontal"
"3d22927d937751718cab11e0e3cc4758","Datastax (Cassandra)","Infrastructure","Store & Stream"
"3d282a5bcbb87d3d764d69682af42ad7","Kaggle","Data Sources & APIs","Data Marketplaces & Discovery"
"3d28be185f87e349de4919e7a8e1f079","Google Cloud Vertex AI Prompt Management","Machine Learning & Artificial Intelligence","Validate & Secure"
"3d2c3e6611cbd6825065e466ce14a603","Crawl4AI","Data Sources & APIs","Web Search & Crawl APIs"
"3d637fee2e57ee6fc155c3fcf69f4d49","Rancher","Infrastructure","Integrate & Operate"
"3db0a99b5fc272f580b0608d93f45285","Flutter","Programming Languages","Mobile"
"3dcab0bae83fe753172514b8dde19cce","Weights & Biases","Machine Learning & Artificial Intelligence","Operate & Supply"
"3de667e2680936e8bc17fdb0e42f24c2","Apify","Data Sources & APIs","Web Search & Crawl APIs"
"3e10772139f61607b48968b35fc6d081","Snowflake","Infrastructure","Store & Stream"
"3e1123ed5d943c88967ee68b541faad2","Atlan","Infrastructure","Integrate & Operate"
"3e196b4dacac7294cee5d47281a388ac","Wickr","Applications","Collaboration & Communication"
"3e5015047cd1ac36a99d73b68bcf1a7d","Anterior","Applications","Industry"
"3e76a11119dc8142660a761f66fee82b","IBM Watsonx.Data","Infrastructure","Store & Stream"
"3e881bae57c9a161f4d3e00040287f99","DAX","Analytics","BI & Analytics Platforms"
"3e8a76038bd516bb33016a9a08630dd1","SnapLogic","Infrastructure","Integrate & Operate"
"3e984b395ae6ac69a43d95e48f2569e9","ONNX Runtime","Machine Learning & Artificial Intelligence","Run & Deploy"
"3f2d5feeb3237ac3ae48edb9ed5ba334","Amazon SageMaker","Machine Learning & Artificial Intelligence","Operate & Supply"
"3f4ad10c9f15713222f6538b3bfb4cae","Crunchbase","Data Sources & APIs","Company / People / Entity Enrichment"
"3f4b2afa22760c82fd12e8fa7cceacf3","ML Commons","Machine Learning & Artificial Intelligence","Modalities & Research"
"3f4f7af8ca4eabca3162931e989cd681","Applied Intuition","Applications","Industry"
"3f535b767f6a9477b5a9d2ce6a666da8","Cresta","Applications","Enterprise"
"3f960c748473f1c2309f8e4cf5335984","Semantic Kernel","Machine Learning & Artificial Intelligence","Build"
"3f9717bbf82f81f154d600386be1d675","Validmind","Machine Learning & Artificial Intelligence","Validate & Secure"
"3fb9567ff985d03e2c16fcfdde13508a","Salesforce - Data Cloud","Infrastructure","Integrate & Operate"
"3fe31dcbd271e178c265372a0305764d","Together","Machine Learning & Artificial Intelligence","Run & Deploy"
"404176b265b195bcc94887f8029557c2","Nvidia Riva","Machine Learning & Artificial Intelligence","Modalities & Research"
"408d3c76216ed1454dc2501b09cd77ff","Quix","Infrastructure","Store & Stream"
"4099b992e38408599ddbb727eb8e5d5f","OpenSearch KNN","Infrastructure","Store & Stream"
"40a3849d45412a5ab5906d4c72008fc4","Writer","Applications","Horizontal"
"40b092f6af669a5676a8d04d2644e308","Mirage","Applications","Horizontal"
"40c00d28c46cae846eb5c31c58324991","Heavy.ai","Infrastructure","Store & Stream"
"40eb4d5d69b9dffd9edd05da205536b0","MuleSoft","Infrastructure","Integrate & Operate"
"41258e593172067597d423de91850cba","HiddenLayer","Machine Learning & Artificial Intelligence","Validate & Secure"
"412c6a6d2d50b4b24f0afbfbff418ea9","OpenMetadata","Infrastructure","Integrate & Operate"
"4195995090588779e739a08ede919c2c","Bedrock Security","Infrastructure","Integrate & Operate"
"41a22dcf0e3c3760c166c3a3c74a766e","SAS","Analytics","BI & Analytics Platforms"
"41aa7f7ae08e246b835d0e1638f0e401","MostlyAI","Infrastructure","Integrate & Operate"
"4213518e28ed78983e0b9c3cf8b50209","Bauplan Labs","Infrastructure","Store & Stream"
"42424b57dd07c2753c0e2a9c28780cea","Unify","Applications","Collaboration & Communication"
"42fd121fc003b948cd64df1bd39ee1e8","ONNX","Machine Learning & Artificial Intelligence","Modalities & Research"
"4304cd56fb07dae8e5cdc1a148130cf1","AWS Neptune","Infrastructure","Store & Stream"
"43278fcb7c9d91cc2437f4fa88fd7518","Tredence","Data & AI Consulting","Data & AI Consulting"
"43332de450cbecf307533830e7cca8e6","Firsthand","Applications","Enterprise"
"433402326b1ce93f372531acbcbeed09","Distyl","Applications","Enterprise"
"4360b0d45a50b080d775d61ab2285bcd","Immuta","Infrastructure","Integrate & Operate"
"437313e65bb7ad8216f9c7fc55f23bd0","Qeexo","Machine Learning & Artificial Intelligence","Run & Deploy"
"437631b5494e40c4b4fff049c17e58d2","Up42","Data Sources & APIs","Geospatial, Satellite & Location"
"43f499218217b0fc4033ef32e58e22ec","Luma AI Genie 3D","Applications","Horizontal"
"4428e89dd7af1c82151691fea74b08a9","Helsing","Applications","Industry"
"4438e689d87cf8a5d234fbe9990d86a0","NetApp","Infrastructure","Store & Stream"
"44430ca2f1dc6bbfbb6c557b7e0389c4","Here","Data Sources & APIs","Geospatial, Satellite & Location"
"444c8951d610c7795b1dd8c262689322","HoneyHive","Machine Learning & Artificial Intelligence","Validate & Secure"
"450c5dd0ca047be03d3cbb42ea002896","Oracle NoSQL","Infrastructure","Store & Stream"
"45120b69181174dcf322743ece1de983","Tableau","Analytics","BI & Analytics Platforms"
"451731062c917101adf1c4f33bc7106d","Toolhouse","Machine Learning & Artificial Intelligence","Build"
"452202bdb54110c4103f5b161829ca05","HTML","Programming Languages","Markup"
"455d342162c5341719f79b75916d3468","Google Cloud Firestore","Infrastructure","Store & Stream"
"45a7a30c4402a172af554aa48b399321","Factset","Data Sources & APIs","Financial & Alternative Data"
"45c3e953d90160a3f35af9f97c6e7029","Mindgard","Machine Learning & Artificial Intelligence","Validate & Secure"
"45d85523486ca5382f9882fa8d220201","OpenLLM","Machine Learning & Artificial Intelligence","Build"
"46a2bad07fe466af233f344fed25f0ea","MLpack","Machine Learning & Artificial Intelligence","Operate & Supply"
"46acd4514c2471696c384c001eeb80b0","PlanetScale","Infrastructure","Store & Stream"
"46d9b6556fdd87a22fef52f63d80ab08","Databricks Lakehouse (Delta Lake)","Infrastructure","Store & Stream"
"46f5fd1afff12bb8b0eeaf7d16214af4","Hume AI","Applications","Horizontal"
"470aaa4a4e7249290e20f1d590e47fa2","Prime Intellect","Machine Learning & Artificial Intelligence","Run & Deploy"
"4746dacbbf789756bd97bd79bff292e4","Salesforce CRM Analytics","Analytics","BI & Analytics Platforms"
"4751ca33c39f08b7bc991ace442e1089","Heap","Analytics","Product Analytics"
"47616c00933fee164bea048ec0439443","Legora","Applications","Enterprise"
"4799d5647e35c843f1ccd81d2905fed5","Objective-C","Programming Languages","Mobile"
"479ab03d86397d532a460891ef574ffd","AWS Bedrock","Machine Learning & Artificial Intelligence","Run & Deploy"
"47a483f08c52f875e1680f4e4ac8a7ad","ClickUp","Applications","Collaboration & Communication"
"47eae07711d4b2c1f39ca76bdf3e58f6","Mistral AI","Machine Learning & Artificial Intelligence","Modalities & Research"
"47ed8ca7b8c7e625ec5610502cf7f7e4","Genesis AI","Applications","Industry"
"4807f13a7137ddee33e45244d0109b3d","Treasure Data","Infrastructure","Integrate & Operate"
"4810b17e5e2b728c44609c7c093ba4a3","LMStudio","Machine Learning & Artificial Intelligence","Build"
"485d4807c47b366f21ae165aeac53556","Adobe Firefly","Applications","Horizontal"
"486a08735d2e5758702559d4f02f5031","Spreadsheet","Analytics","BI & Analytics Platforms"
"4896a7ee62c3d4ce3c2de3e0d3b3c990","Mercor","Machine Learning & Artificial Intelligence","Validate & Secure"
"492a2db5b7d86621f16b38864150f3db","Pendo","Analytics","Product Analytics"
"4964f59bff78d0fa09b380691cf8918c","Azure Notebooks","Machine Learning & Artificial Intelligence","Operate & Supply"
"496c86190186684b526eea73b515323a","Deel","Applications","Enterprise"
"49d66a0c901ab090bfbf95c4d47e97b3","Startree","Infrastructure","Store & Stream"
"49db4f00d25efee1bd11f8a1a03c03b0","Bloomberg","Data Sources & APIs","Financial & Alternative Data"
"4a17bde59508b20b12ba4e1d41252f54","COBOL","Programming Languages","General Purpose"
"4a45b2c5e378fb4d8694fa85d4e8bd22","Dassault Systemes NuoDB","Infrastructure","Store & Stream"
"4a518f57917c915d2f9fdf2c01b6dd80","Poly.ai","Applications","Enterprise"
"4a8ff03fa70a90d7d1a50377cbc5e986","Securiti","Infrastructure","Integrate & Operate"
"4aa950e020f08c8e36185fb0e7ede7f3","F#","Programming Languages","Functional"
"4aac93ad6ec28bda92b5c4b1ee6c441c","Replit","Applications","Horizontal"
"4abaaa54b8e896192e731f8f7497fc82","KX","Infrastructure","Store & Stream"
"4aca4460731d1490acad1af8192d8ee5","YOLOv8","Machine Learning & Artificial Intelligence","Modalities & Research"
"4ad98a526715322ca8d53929d7329fa1","Striim","Infrastructure","Store & Stream"
"4ada79c1d7acabca7f515fc10bf8421f","Julia","Programming Languages","Data & Analytics"
"4ae83af1f2085f8e3edd9c426c380682","IBM DB2","Infrastructure","Store & Stream"
"4b0e8c45a7ee229a3cfe781d715879c9","SentinelHub","Data Sources & APIs","Geospatial, Satellite & Location"
"4b11bd2cba23dbfd99f4edf3ef177be5","Unix","Infrastructure","Operating Systems"
"4b183dca0d042b66046b0c7ed57a8f48","Vast Data","Infrastructure","Store & Stream"
"4b597344d9b926e105d178f3e0349c47","Electron","Programming Languages","Web"
"4b662dc2e77eb022073c103a8ba5d221","Klu","Machine Learning & Artificial Intelligence","Validate & Secure"
"4b6e646ff368139c1162d7226dde7e66","Databricks Mosaic AI Gateway","Machine Learning & Artificial Intelligence","Validate & Secure"
"4bd5707196136c0d5df7546d557b7224","Azure Form Recognizer","Infrastructure","Integrate & Operate"
"4c31c1194ffbf10a77682d9bfa77affd","Cloudflare R2","Infrastructure","Store & Stream"
"4c34b5b7e57b2ed507322140ea726045","GoodData","Analytics","Headless / Embedded BI & Semantic Layer"
"4cb4e18685dc3d437594e9040b1613b5","Oracle Analytics Cloud","Analytics","BI & Analytics Platforms"
"4cc61cf403ab14a88b6eb25e5cc77a29","IBM Watson","Machine Learning & Artificial Intelligence","Operate & Supply"
"4cc73496ac33d894fcb10bc0b6ade47a","Monetate SiteSpect","Analytics","Experimentation & Causal"
"4ce8bc1954f1e97055a4d2b473cc90c4","Reducto","Infrastructure","Integrate & Operate"
"4d0be85d763de9264873d7b959541344","Google Colab","Machine Learning & Artificial Intelligence","Operate & Supply"
"4d5bc908fcab4b2bf338618c853db29a","Monitaur","Machine Learning & Artificial Intelligence","Validate & Secure"
"4d838908db82eb1776d09b40fd2eb203","Chef","Infrastructure","DevOps"
"4d8dda62bdd862ba8b1e9d4e6a040880","Kinetica","Infrastructure","Store & Stream"
"4d9394040d35bbbe86e15de238d22cba","Crusoe","Machine Learning & Artificial Intelligence","Run & Deploy"
"4daef14a75fa0fc59fdef1e6ff18132f","Comet","Machine Learning & Artificial Intelligence","Validate & Secure"
"4dddc704ed8b871efff3e30f53ddbb58","Kyutai","Machine Learning & Artificial Intelligence","Modalities & Research"
"4e14e6d3f8bdc08e081bb5bf9c3c243d","Play Framework","Programming Languages","Web"
"4e740636e06b1ac1a717420ba7fb3476","Sana","Applications","Horizontal"
"4ec3ee1fc77c6f15edbf7bab949ddd7f","Vantor","Data Sources & APIs","Geospatial, Satellite & Location"
"4efdb8d7f5e247bca853c34376cfffd1","NVIDIA Jetson Orin/Thor","Machine Learning & Artificial Intelligence","Run & Deploy"
"4f37aa08fbe0e3f6d13541cb1167fd91","Cartesia","Machine Learning & Artificial Intelligence","Modalities & Research"
"4fbbf9cec3da3da81319ece0427a8f9b","Google DeepMind Veo 3","Applications","Horizontal"
"4ff2c2bc9140912605571fbbcc4cabc6","Memgraph","Infrastructure","Store & Stream"
"5006686d586d141815f6e47483f451bc","Kali Linux","Infrastructure","Operating Systems"
"50125a5bc9b79043252032f65e667c37","Vellum","Machine Learning & Artificial Intelligence","Validate & Secure"
"504082b2e3e17a417bd2710d8a57d7f4","Keytalk.ai","Machine Learning & Artificial Intelligence","Validate & Secure"
"50941813dd1cb931410ab3765b40a6fd","Looker","Analytics","BI & Analytics Platforms"
"50de1fc853f241a2770721d1374ae90d","Google Cloud Functions","Infrastructure","Integrate & Operate"
"512204feab8b4cf12bf80f60c499fc89","Google Cloud Workflows","Infrastructure","Integrate & Operate"
"5145685155b5b0f357cdd67d87890968","Avo","Analytics","Product Analytics"
"518b7edfe4d8ebb450ee26923dc5efe7","Equals","Analytics","Headless / Embedded BI & Semantic Layer"
"51c14ae31e50e5f0946bd3ffd16fcb62","Apache Druid","Infrastructure","Store & Stream"
"51e47f560b4eea5bbe9949b82240cba1","Kameleoon","Analytics","Experimentation & Causal"
"520740d60ba292cc1286381f85c86a74","Microsoft Bing Web Search","Data Sources & APIs","Web Search & Crawl APIs"
"526a856654b0b8d8abf37d9668873901","Tezi","Applications","Enterprise"
"5292297dc339a731f93abec68aefa50c","OpenMined","Machine Learning & Artificial Intelligence","Modalities & Research"
"5294cf6c785f0207fb474aa60243e880","LatticeFlow","Machine Learning & Artificial Intelligence","Validate & Secure"
"52e95b5c719592d5b0028e854380995b","ZS Associates","Data & AI Consulting","Data & AI Consulting"
"535b6d01e6c5ed3287fb5f483d161c8b","Cohere","Machine Learning & Artificial Intelligence","Modalities & Research"
"536155be95bebff4134cca8e20668f10","Xamarin","Programming Languages","Mobile"
"53680bae2441f4cbbd38cc097f0a6d5b","Ray Serve","Machine Learning & Artificial Intelligence","Operate & Supply"
"5384d7f18d0cd532775bf583d60ab429","anaconda","Machine Learning & Artificial Intelligence","Operate & Supply"
"538c41aa82d19fabc4d32f45ea47cae6","Servicenow Automation Engine","Applications","Enterprise"
"538e17bc51ebd959c71496c77f582a10","Voxel51","Machine Learning & Artificial Intelligence","Operate & Supply"
"539262291938e2e652b531d8459b4ec4","OpenStreetMap","Data Sources & APIs","Geospatial, Satellite & Location"
"53988176eb949bc3298ab0d41f82e513","Smartsheet","Applications","Collaboration & Communication"
"539ea223c4bec0024c437b4c4f3f9f1a","Featurebyte","Machine Learning & Artificial Intelligence","Operate & Supply"
"53f48f63be71a3ec26967e7f93d5fb58","Fathom","Applications","Horizontal"
"547402749f1cb14106adecb6605b4530","Chalk","Infrastructure","Store & Stream"
"5481550f73d5c663eb6495d674154e67","AWS Athena","Infrastructure","Store & Stream"
"5513d83387c9ff580bcc255d0e455621","OpenTelemetry","Infrastructure","Integrate & Operate"
"55200b4cdf9e6602e258668b3681e0c2","Modal","Machine Learning & Artificial Intelligence","Run & Deploy"
"5571022c933c0d82ac5bedfd29e13619","Alaffia Health","Applications","Industry"
"55a2309031b6da715d1cd1101277f351","Tenstorrent","Machine Learning & Artificial Intelligence","Run & Deploy"
"55c57c075ebf7dfb6bab958eed9adc70","Oracle Unity","Infrastructure","Integrate & Operate"
"55dc6c151234b596bcc7dcda0c583c45","Google Cloud BigQuery","Infrastructure","Store & Stream"
"55f7af166dbe63361aa89039fd057e4b","Noetica","Applications","Industry"
"5602675c29e87fe6b5d9b14ff9697d70","Higgsfield","Applications","Horizontal"
"565050f1a88daf528a40497fd3e2dfd5","Roboflow","Machine Learning & Artificial Intelligence","Modalities & Research"
"5693ffc70ead5c1a9670c5ed326dee48","ONNX Runtime","Machine Learning & Artificial Intelligence","Run & Deploy"
"56beaa88a37cb8d9c30f75ecd307c620","Upsolver","Infrastructure","Store & Stream"
"56e0d2634b0bf96d8ac7aabbfad31696","AWS QuickSight","Analytics","BI & Analytics Platforms"
"56f4745ce3be2782cee6303065e12695","Hevo Data","Infrastructure","Integrate & Operate"
"56ff56515171b47b1b145efc6ca7e5f0","AWS Textract","Infrastructure","Integrate & Operate"
"57318f33e944127a1a3bf32f5cbb04e3","Chooch","Machine Learning & Artificial Intelligence","Modalities & Research"
"575c730bec763e30e70d9b87dbb2cd82","Similarweb","Data Sources & APIs","Financial & Alternative Data"
"57a5c0aeb640e807de4f600f580f0031","Equinix","Infrastructure","Integrate & Operate"
"57d0ce2fc1ec7bae75e728935ec345fc","Matplotlib","Analytics","BI & Analytics Platforms"
"57ea67f5d210ad12a02d180e12deca2f","IBM Db2 Warehouse","Infrastructure","Store & Stream"
"58204fd45fcc82cfc301079615cde81d","Hebbia","Applications","Industry"
"58372c75f20b443f773152864ce7fd9a","Terraform","Infrastructure","DevOps"
"58779bd24e4990322121f6a22fccec4c","Forethought","Applications","Enterprise"
"589193613d07e1285b6f097cb8926a24","SkyFlow","Infrastructure","Integrate & Operate"
"58ae213a6a8716a269733bc4596fc12b","Glassbox","Analytics","Product Analytics"
"58cfd2524803ead431c139cf2c4cb518","Thoughtworks","Data & AI Consulting","Data & AI Consulting"
"596c0b0d0898aaf2e823797ab0a98032","Credo AI","Machine Learning & Artificial Intelligence","Validate & Secure"
"597327657d61abe36c53c2e0aba12f32","macOS","Infrastructure","Operating Systems"
"5a139151e795f2d2b26d0572cf12dd5b","Conductrics","Analytics","Experimentation & Causal"
"5a1dd4ef4478a7f33b91ca50712059dd","Eleuther AI","Machine Learning & Artificial Intelligence","Modalities & Research"
"5b3d218a6ed8704fa346cde06a047d54","LexisNexis Lexis+ AI","Applications","Enterprise"
"5b4757d9c3d07b696489edd43c141a85","Abstract","Applications","Enterprise"
"5ba42fb321f1fb6e9882c0fdf5d8a29e","Informatica IPaaS","Infrastructure","Integrate & Operate"
"5badbc258683fa9fa251243f260b85a0","Spellbook","Applications","Enterprise"
"5bd340279a67d64af4b947a5c0803f5f","Vercel v0","Applications","Horizontal"
"5bf3707b1befea7e443e320defab2824","Vector Institute","Machine Learning & Artificial Intelligence","Modalities & Research"
"5c012d3e8a85c5c01f2cb8e630dd190f","Atlassian","Infrastructure","DevOps"
"5c109571a26d5a9e7ce125904d13ad8f","Unstructured","Infrastructure","Integrate & Operate"
"5c35b55be391f567656711683afc818b","Labelbox","Machine Learning & Artificial Intelligence","Operate & Supply"
"5c5242bc6bad18ac9ea35e5fe7261b4a","Vannevar Labs","Applications","Industry"
"5c55df64cfbc258f31a935d82217e933","Drupal","Programming Languages","Web"
"5ca3d344baa864b08b1eb189a77cfcfa","ClearML","Machine Learning & Artificial Intelligence","Operate & Supply"
"5cdc03ed6316d39c8b031a802a30adf1","Deepnote","Machine Learning & Artificial Intelligence","Operate & Supply"
"5ce57647718656dfc2ad5f39a61c2d11","Nuix","Analytics","BI & Analytics Platforms"
"5d226b1482df51e95891e1e208128069","Couchbase","Infrastructure","Store & Stream"
"5d6cfdc01ee10721d8f7c59f7c4f0605","AWS SNS / SQS","Infrastructure","Store & Stream"
"5d9cc6c0d009ecbb8e2959557e4a4b1e","dbt Labs Semantic Layer","Analytics","Headless / Embedded BI & Semantic Layer"
"5daf92e6aab5460b006bdd56fb8949cd","Azure Functions","Infrastructure","Integrate & Operate"
"5dbc761e018e0f3ff6db7b6f84a6aa34","Sparta Commodities","Data Sources & APIs","Financial & Alternative Data"
"5de3d285d04f80f24ef9e495c3742ff4","AWS Step Functions","Infrastructure","Integrate & Operate"
"5de7707b39ee389297995110db6361e0","InfluxData","Infrastructure","Store & Stream"
"5e14def3c05c28ebc73cc5b3b7c577f3","OpenAI Sora 2","Applications","Horizontal"
"5e756e712aea4571e861c960c39283a3","Intrinsic","Applications","Industry"
"5e81e6b1da6ab4fa18a8ef8bf33fe7fb","Oracle HeatWave","Infrastructure","Store & Stream"
"5ec4545fcf38442de2f098845863d6d1","Boom","Applications","Industry"
"5f3745b83b9eb231b79a06508d6ba7e7","vlex Vincent AI","Applications","Enterprise"
"5f650594da6a5405be2c32e0f64fd996","CouchDB","Infrastructure","Store & Stream"
"5f68c8b1727bcefbd217e106bf25d60e","Physical Intelligence","Applications","Industry"
"5f866f7d6f9561eca29a5af060f6bc21","Quantiphi","Data & AI Consulting","Data & AI Consulting"
"5fb6f5b8e9f6d73776b7306c72d382ba","Pinecone","Infrastructure","Store & Stream"
"604d24a3a14199508d279311a0567d52","RapidMiner","Machine Learning & Artificial Intelligence","Operate & Supply"
"608de769cd296bc3cc7cedca9462ba8d","ASP.NET","Programming Languages","Web"
"60e59de214792db005a6cd34e2341a9a","xAI","Machine Learning & Artificial Intelligence","Modalities & Research"
"614074b917ffd655d1b8cb685c34e4d5","Eleven Labs","Applications","Horizontal"
"61528b9c02d2cbcaccd0371fc554f212","Crew AI","Machine Learning & Artificial Intelligence","Build"
"617b0bd3f1b3e6696ca2cf1a9c7d6a60","AWS Kinesis Data Analytics","Infrastructure","Store & Stream"
"61e345f5887d1bde575429c3f1e1154f","Unreal Engine","Applications","Horizontal"
"620d19172483f369a3ffa5680a9beac7","Azure","Infrastructure","Cloud Platform"
"62463c849e38d668c60fbe23a330dbd0","Toloka","Machine Learning & Artificial Intelligence","Operate & Supply"
"62ead22da68df1e56c96fe797942bfb3","Azure SQL Database","Infrastructure","Store & Stream"
"631428dccfd3ac570e95a9d4a8a4d035","MIRI","Machine Learning & Artificial Intelligence","Modalities & Research"
"633b3769768e5b605fce6cb7100118b1","Salesforce AI Cloud","Machine Learning & Artificial Intelligence","Operate & Supply"
"635b6dbf994a08d1344e058330265754","Anthropic Claude","Applications","Horizontal"
"63f8f6206ac79e84346b4e21455b3079","Sesame","Applications","Horizontal"
"63ffb5ed60535ae7ad90e3d0bd69414a","Google Cloud AlloyDB","Infrastructure","Store & Stream"
"64382c653b3ab1ffcc071c4350c20b49","ggplot2","Analytics","BI & Analytics Platforms"
"643e3d03b43b878fea12d9bee77c738e","Oracle OCI Generative AI","Machine Learning & Artificial Intelligence","Operate & Supply"
"64d87ee04c72dcf3a0ad4a0d49fc4802","Outlook","Applications","Collaboration & Communication"
"652eb34e08375bbe01eae021b4d09281","Apache Hudi","Infrastructure","Store & Stream"
"655992388b04396a5cc8e139340f8278","Databricks Workflows","Infrastructure","Integrate & Operate"
"664c91aaf061c814e246d2c991ff56cc","Snowflake Notebooks","Machine Learning & Artificial Intelligence","Operate & Supply"
"6669823ddeac4a8cfc176c554716cb7b","Erlang","Programming Languages","Functional"
"666b4a4fc2574e3bba8f3b597ed2780f","Firebolt","Infrastructure","Store & Stream"
"666db24580215ab5cee71ff4f00f4e93","VWO","Analytics","Experimentation & Causal"
"66f9ad931de4dbdb55bffca16f4c4960","TensorFlow Lite","Machine Learning & Artificial Intelligence","Run & Deploy"
"6778df967dd2c43ae74ecd09aad55d61","Langchain Text Splitters","Infrastructure","Integrate & Operate"
"679a88c120aafef4bb66addd1b50216a","PostgreSQL Pgvector","Infrastructure","Store & Stream"
"67bd95e608c29f2ff3b831f9d0b4a08d","Factory","Applications","Horizontal"
"67d73dd01eb5f65c4771812e9e31de70","Voltage Park","Machine Learning & Artificial Intelligence","Run & Deploy"
"6859bc9b35d2fe5c20bba356510aa586","Debian","Infrastructure","Operating Systems"
"68c07c3b8a32e37423f3a1ba104554b5","pwc","Data & AI Consulting","Data & AI Consulting"
"6926fc702a5f5e370d1b0076ae411215","Cyera","Infrastructure","Integrate & Operate"
"6955e18f3d2102d83e2c245efc37a0b4","T-SQL","Programming Languages","Query Language"
"6962e91d3b3b5c7ca673ffe214c11447","Kognitos","Applications","Enterprise"
"69718a2c162719723994561091d6cc7c","Salesforce Einstein Trust Layer","Machine Learning & Artificial Intelligence","Validate & Secure"
"6976ab865ce5cc0b7064a7d39204a6f1","AWS Lake Formation / EMR","Infrastructure","Store & Stream"
"6978f88e045e29596d9cea46f2c088cf","Shogun","Machine Learning & Artificial Intelligence","Operate & Supply"
"69899a4a35b81443fb4390698ab8d9b4","Yipit Data","Data Sources & APIs","Financial & Alternative Data"
"698e65250c2fe4e127f06f58af74f0c7","OpenAI Statsig","Analytics","Experimentation & Causal"
"69bd57af41c67937503dd6810c42108a","Open WebUI","Machine Learning & Artificial Intelligence","Build"
"69c996b7f8705396a79fc4fe3aeba7cd","AWS Cloudwatch","Infrastructure","Integrate & Operate"
"69d6852c858212fb1be07d4acbb1c755","Aindo","Machine Learning & Artificial Intelligence","Operate & Supply"
"6a49a5af410780af3dcefe3146076378","AWS Glue Data Quality","Infrastructure","Integrate & Operate"
"6a727470a669335bcdb9e32f6c126392","Langfuse","Machine Learning & Artificial Intelligence","Validate & Secure"
"6a9533f4287357f8ec1cfa2ff498a35d","Nvidia TAO Toolkit","Machine Learning & Artificial Intelligence","Modalities & Research"
"6ac6d90106740fe432537d124a034742","DigitalOcean","Infrastructure","Cloud Platform"
"6acbc395b16f13d721925380f56185e9","Fixie Ultravox","Machine Learning & Artificial Intelligence","Modalities & Research"
"6b017bae5cf1284ffc5e1c5ae422a087","Wappalyzer","Data Sources & APIs","Company / People / Entity Enrichment"
"6b348246276c19c2f9c3684336f378fb","OpenAI ChatGPT Enterprise","Machine Learning & Artificial Intelligence","Operate & Supply"
"6ba305af9dc5e10d693d4f46de2edaad","AWS Trainium 2","Machine Learning & Artificial Intelligence","Run & Deploy"
"6baadbbb241783d82620a46218dc146f","Estuary","Infrastructure","Integrate & Operate"
"6c0c82d78c0aab9710b38a667e3ebe6e","Collibra","Infrastructure","Integrate & Operate"
"6c56af9bbb3c743a3aa7652330f95d87","Agency","Applications","Enterprise"
"6c5c379c40870507a62ec1b8c1ddb8b2","QuantumBlack AI by McKinsey","Data & AI Consulting","Data & AI Consulting"
"6c7e1e4a68159c1e7ca874cfc7497b1e","TigerGraph","Infrastructure","Store & Stream"
"6c8b8f187ac75fdea205b71221f7c5f6","MIT Csail","Machine Learning & Artificial Intelligence","Modalities & Research"
"6ca0253606b8e36d2f4f5da233a8c8f4","Django","Programming Languages","Web"
"6ca5f53b5d282afc4e1b6f69387cdb80","Roo Code","Applications","Horizontal"
"6d0f9af97c5675fed8c1f14af3689c47","AMD MI350","Machine Learning & Artificial Intelligence","Run & Deploy"
"6dabe28e07fcf048973c42533fc14c54","Workato","Infrastructure","Integrate & Operate"
"6db7f4658dd24034c0cf8376d29181a5","Midjourney","Applications","Horizontal"
